batch,box,edition_seq_num,filepath,geographic_coverage,image,lccn,name,ocr,page_seq_num,page_url,place_of_publication,pub_date,publisher,score,url,id,choice
nvln_ely_ver01,"[0.4138058590966638, 0.12856274360640044, 0.5752709603076649, 0.8609661878589989]",1,nvln_ely_ver01/data/sn84022040/00415668314/1870092301/1516/000_6_96.jpg,"['Nevada--Carson City--Carson City', 'Nevada--Ormsby--Carson City']","https://chroniclingamerica.loc.gov/iiif/2/nvln_ely_ver01%2Fdata%2Fsn84022040%2F00415668314%2F1870092301%2F1516.jp2/pct:41.38,12.86,16.15,73.25/!400,400/0/default.jpg",sn84022040,The Carson daily appeal. [volume],"['MARKET.', 'JOHN', 'R0SSER,', 'PROPRIETOR', 'Union', 'Market', 'on', 'Carson', 'ONE', 'DOOR', '80CTH', 'OF', ""MULLER'S"", 'HOTEL,', 'Is', 'prepared', 'to', 'furnish', 'cu.tomers', 'frith', 'the', 'kind', 'of', '33', 'Z3', '35""', ',', 'MUTTON,', '3VTX2.A.TS', 'OF', 'EVERY', 'DESCRIPTION.', 'HOTELS,', 'ft', 'EESTATJRAHTS', 'Supplied', 'to', 'order', 'on', 'the', 'Most', 'Favorable', 'Terms!', 'JOH.V', 'HUSSEH,', 'Proprietor', 'Union', 'Market.', 'Caraon', 'City,', '8-', 'pteniher', '1,', '170.', 'A.', 'B.', 'DRIESBACH,', 'VaOUSAU', 'AND', 'EETAIL', 'SCALE', 'IX', 'Groceries,', 'Provisions,', 'Wines', 'and', 'Liquors,', 'Flour', 'and', 'Feed,', 'Crockery', 'and', 'Tinware.', 'Hardware', 'and', 'Bolt,', 'Blasting', 'and', 'Sporting', 'Powder,', 'Safety', 'Fuse.', 'Clothing,', 'Boots', 'and', 'Shoes', 'California', '1.1', 'me.', 'Plaster', 'Paris,', 'Eastern', 'Cement,', 'Eastern', 'Hair,', 'Glass,', 'and', 'Oils,', 'Paper,', 'Shades,', 'Cords.', 'Curtain', 'Flfiirea.', 'i', 'LUMBER', 'A.', 'D.', 'DRIESBACH,', 'DEALER', 'I', 'DOORS', 'AXD', 'WIXDOWS,', '&', 'CLEAR', 'LUMBEP', 'OF', 'EVERT', 'DESCRIPTION;', 'LATH', 'AND', 'SIDIKO,', 'Opp', 'site', 'bis', 'Store,', 'Carson', 'Street,', 'Carson', 'City,', 'Nevada.', '15.', '1K7"".', '-A..', 'DAVIS', 'MASCFACTiaiB', 'OF', 'and', 'Mieet-lron', 'Ware.', 'Work', 'Promptly', 'attended', 'to.', 'PREPARED', 'TO', 'EXECUTS', 'ALL', 'WORK', 'parties', 'wisbiug', 'water', 'from', 'either', 'of', 'the', 'Companies.', 'treet,', 'opposite', 'St.', 'Charles.', 'City,', 'Nevada,', '""uijnst', '21.170', '1', '1', '1', '1', '1', '1', 'to', 'Chi']",1516,https://chroniclingamerica.loc.gov/data/batches/nvln_ely_ver01/data/sn84022040/00415668314/1870092301/1516.jp2,"Carson City, Nev.",1870-09-23,"Robinson, Barrett & Co.",0.9602500200271606,https://news-navigator.labs.loc.gov/data/nvln_ely_ver01/data/sn84022040/00415668314/1870092301/1516/000_6_96.jpg,284,text_only
nmu_cinquefoil_ver04,"[0.10214174529652537, 0.6354207230010385, 0.6079192926854263, 0.9343487352349429]",1,nmu_cinquefoil_ver04/data/sn93061573/0028077361A/1920122501/0263/002_6_99.jpg,['New Mexico--Union--Clayton'],"https://chroniclingamerica.loc.gov/iiif/2/nmu_cinquefoil_ver04%2Fdata%2Fsn93061573%2F0028077361A%2F1920122501%2F0263.jp2/pct:10.21,63.55,50.58,29.9/!400,400/0/default.jpg",sn93061573,The Clayton news.,"['It', 'Will', 'Be', 'a', 'Merry', 'Christmas', 'For', 'Everyone', 'in', 'the', 'Family', 'if', 'Father,', 'Mother', 'and', 'all', 'the', 'Children', 'Are', 'Members', 'of', 'Our', 'Christmas', 'Savings', 'Club', 'Just', 'a', 'few', 'iM-nnio,', 'nickels', 'or', 'dimes', 'deposited', 'weekly', 'by', 'earh', 'member', 'of', 'the', 'family', 'insures', 'one', 'and', 'all', 'a', 'very', 'merry', 'and', 'hounlcnue', 'Yuletide.', 'Wa', 'are', 'organizing', 'our', 'Club', 'now', 'and', 'will', 'bo', 'pleased', 'to', 'have', 'you', 'and', 'all', 'of', 'your', 'family', 'bc', 'ronw', 'members.', ""It's"", 'easy', 'to', 'join.', 'The', 'first', 'deposit', 'make', 'you', 'a', 'full-fledged', 'member.', ""There's"", 'no', 'rod', 'tape,', 'fees', 'or', 'tines', 'or', 'dBdiictions.', '.', 'Any', 'further', 'information', 'you', 'desire', 'will', 'Ins', 'cheerfully', 'yiven.', 'Books', 'are', 'open', 'no1', 'for', 'enrollment.', 'XMAS', 'BANK', 'OF', 'THE', 'PEOPLE', 'STATE', 'BANK', 'OF', 'COMMERCE', '1921', '1']",263,https://chroniclingamerica.loc.gov/data/batches/nmu_cinquefoil_ver04/data/sn93061573/0028077361A/1920122501/0263.jp2,"Clayton, N.M.",1920-12-25,Suthers & Taylor,0.9933603405952454,https://news-navigator.labs.loc.gov/data/nmu_cinquefoil_ver04/data/sn93061573/0028077361A/1920122501/0263/002_6_99.jpg,791,text_only
nbu_harrison_ver01,"[0.05149235417578601, 0.656789673789763, 0.3409872856558313, 0.7825551411720751]",1,nbu_harrison_ver01/data/2010270504/00211102536/1900050101/0228/001_6_98.jpg,['Nebraska--Lincoln--North Platte'],"https://chroniclingamerica.loc.gov/iiif/2/nbu_harrison_ver01%2Fdata%2F2010270504%2F00211102536%2F1900050101%2F0228.jp2/pct:5.14,65.68,28.95,12.58/!400,400/0/default.jpg",2010270504,The North Platte semi-weekly tribune.,"['TH', 'E', 'QU', 'ESTION', 'is', 'often', 'asked,', 'What', 'Paint', 'shall', 'we', 'use?', 'TH', 'E', 'ANSWER', 'I', 'If', 'you', 'are', 'looking', '(or', 'covering', 'capacity,', 'wearing', 'qualities,', 'general', 'appearance,', 'and', 'your', 'money', 's', 'worm,', 'you', 'must', 'Duy', 'The', 'Sherwn-Wiuuaus', 'Paint.', 'OtHtl', 'Milt,', 't09ll', 'PU', 'Heart', 'longttt.', 'Matt', 'economical,', 'Full', 'Meatur', 'RUSHES,', 'COLORS', 'IN', 'OIL.', 'HOUSE', '&', 'COACH', 'VARNISHKS.', 'Our', 'prices', 'are', 'for', '""best', 'goods""', 'first,', 'last', 'and', 'all', 'the', 'time.', 'We', 'are', 'in', 'the', 'business', 'to', 'stay', 'and', '9.', 'W.', 'P.', 'stays', 'with', 'us.', 'A.', 'F.', 'STRBITZ,', 'DRUGGIST.']",228,https://chroniclingamerica.loc.gov/data/batches/nbu_harrison_ver01/data/2010270504/00211102536/1900050101/0228.jp2,"North Platte, Neb.",1900-05-01,I.L. Bare,0.9876097440719604,https://news-navigator.labs.loc.gov/data/nbu_harrison_ver01/data/2010270504/00211102536/1900050101/0228/001_6_98.jpg,512,text_only
curiv_lovage_ver01,"[0.47602156754378433, 0.033743215161700583, 0.634309336903331, 0.3521227312738071]",1,curiv_lovage_ver01/data/sn82014998/00279557979/1860111001/0400/000_6_97.jpg,"['California--Placer--Auburn', 'California--Placer--Rocklin']","https://chroniclingamerica.loc.gov/iiif/2/curiv_lovage_ver01%2Fdata%2Fsn82014998%2F00279557979%2F1860111001%2F0400.jp2/pct:47.6,3.38,15.83,31.84/!400,400/0/default.jpg",sn82014998,The Placer herald. [volume],[],400,https://chroniclingamerica.loc.gov/data/batches/curiv_lovage_ver01/data/sn82014998/00279557979/1860111001/0400.jp2,"Auburn, Placer County, Calif.",1860-11-10,T. Mitchell,0.9703415036201477,https://news-navigator.labs.loc.gov/data/curiv_lovage_ver01/data/sn82014998/00279557979/1860111001/0400/000_6_97.jpg,142,text_only
in_huxley_ver01,"[0.03380648654284001, 0.5120453850653947, 0.2622888712335217, 0.6633465439987957]",1,in_huxley_ver01/data/sn82015313/00383349308/1930121201/0174/007_6_94.jpg,['Indiana--Marion--Indianapolis'],"https://chroniclingamerica.loc.gov/iiif/2/in_huxley_ver01%2Fdata%2Fsn82015313%2F00383349308%2F1930121201%2F0174.jp2/pct:3.38,51.21,22.85,15.14/!400,400/0/default.jpg",sn82015313,The Indianapolis times. [volume],"[',(', 'Put', 'Your', 'Eyes', 'in', 'Our', 'Hand', 's’*', 'v&s&nior', ',', 'pnv', 'Cash?', 'Pay', 'SI.OO', 'A', 'Y', 'J', 'a', 'Week!', 'ij', 'Assortment', 'of', 'New,', 'Modern', 'Engraved', 'ell', 'ft', 'White', 'Gold', 'Frames!', 'Jtir', 'Saturday', 'We', 'Offer', 'Stylish', 'Shell', 'F', 'ante', 'GLASSESSJIi!', 'Because', 'of', 'a', 'fortunate', 'purchase', 'vre', 'are', 'enabled', 'to', 'offer', 'these', 'One', 'single', 'lens', 'glasses', 'fitted', 'complete', 'B|', 'for', 'only', ""te'i"", 'EXAMINATION', 'FREE!', '-', 'r“""I', '—\\', 'Dr.R.M', 'visible', 'Bifocal', 'BL', ',2', 'Kearns,', 'spe-', '5', '”', 'cl', '""', 'IM|fIAWEBiC', '££?&,', 'oe', 'ttaMl%.', 'give', 'yon', '-VL""', ""'"", '■', '—.', 'pert', 'advice', 'JK', '*', 'Doors', 'East', 'of', 'Illinois', 'street']",174,https://chroniclingamerica.loc.gov/data/batches/in_huxley_ver01/data/sn82015313/00383349308/1930121201/0174.jp2,Indianapolis [Ind.],1930-12-12,Indianapolis Daily Times Co.,0.9417729377746582,https://news-navigator.labs.loc.gov/data/in_huxley_ver01/data/sn82015313/00383349308/1930121201/0174/007_6_94.jpg,841,visual
dlc_1rothko_ver02,"[0.7394507201887045, 0.5128128098420776, 0.970957982718817, 0.969665807321531]",1,dlc_1rothko_ver02/data/sn83045462/00280602991/1940082001/0415/000_6_97.jpg,['District of Columbia--Washington'],"https://chroniclingamerica.loc.gov/iiif/2/dlc_1rothko_ver02%2Fdata%2Fsn83045462%2F00280602991%2F1940082001%2F0415.jp2/pct:73.94,51.29,23.16,45.69/!400,400/0/default.jpg",sn83045462,Evening star. [volume],"['*', 'ThisDependable', 'Electric', 'Refrigerator', '—gives', 'you', 'and', 'your', 'family', 'healthful', 'food', 'protection', '(more', 'important', 'than', 'ever', 'during', 'warm', 'weather', '—safe,', 'economical,', 'dependable', 'electric', 're', 'frigeration,', 'day', 'in', 'and', 'day', 'out—6', '2', 'cubic', 'foot', 'family', 'sire', 'at', 'the', 'lowest', 'price', 'ever', 'offered', 'prior', 'to', 'this', 'season.', '•', 'Quantity', 'Ice', 'Supply,', '80', 'bia', 'cubes', '•', 'Fast', 'Freezing', '1940', 'Model', '•', 'Economical', 'Operation', '...', 'and', 'quiet', 'LB6B', '•', 'Easy-opening', 'Door', 'with', 'automatic', 'interior', 'lighting', '•', 'Handsome,', 'easy', 'to', 'clean,', 'sparkling', 'white', 'cabinet,', 'sealed-in', 'mechanism', 'Convenient', 'deferred', 'payments', 'may', 'be', 'arranged', 'for', 'slight', 'additional', 'carrying', 'charge', 'Electrical', 'Appliancxs,', 'Eighth', 'Floor—', 'Express', 'Elevator', 'Service.']",415,https://chroniclingamerica.loc.gov/data/batches/dlc_1rothko_ver02/data/sn83045462/00280602991/1940082001/0415.jp2,"Washington, D.C.",1940-08-20,W.D. Wallach & Hope,0.9747534394264221,https://news-navigator.labs.loc.gov/data/dlc_1rothko_ver02/data/sn83045462/00280602991/1940082001/0415/000_6_97.jpg,904,visual
khi_hickok_ver01,"[0.8100588701773381, 0.7048791896647242, 0.9411669744961504, 0.7490184681241793]",1,khi_hickok_ver01/data/sn85032490/00237286662/1890031301/0642/007_6_93.jpg,['Kansas--Sedgwick--Wichita'],"https://chroniclingamerica.loc.gov/iiif/2/khi_hickok_ver01%2Fdata%2Fsn85032490%2F00237286662%2F1890031301%2F0642.jp2/pct:81.0,70.49,13.12,4.42/!400,400/0/default.jpg",sn85032490,Wichita eagle. [volume],"['C.', 'O.', 'Page', '&', 'Co.', 'Hardware,', 'Stoves,', '""Window', 'Glass', 'Leather', 'and', 'Rubber', 'Belting.', '51S', 'E', 'Douglas', 'Ave.', 'Wichita,', ""K'an."", 'en', 'u']",642,https://chroniclingamerica.loc.gov/data/batches/khi_hickok_ver01/data/sn85032490/00237286662/1890031301/0642.jp2,"Wichita, Kan.",1890-03-13,M.M. Murdock & R.D. Murdock,0.9345398545265198,https://news-navigator.labs.loc.gov/data/khi_hickok_ver01/data/sn85032490/00237286662/1890031301/0642/007_6_93.jpg,457,text_only
dlc_2kandinsky_ver01,"[0.0390937666755603, 0.04466384393250754, 0.2683779005052695, 0.6272175033557837]",1,dlc_2kandinsky_ver01/data/sn83045462/0028060639A/1950072601/0038/001_6_96.jpg,['District of Columbia--Washington'],"https://chroniclingamerica.loc.gov/iiif/2/dlc_2kandinsky_ver01%2Fdata%2Fsn83045462%2F0028060639A%2F1950072601%2F0038.jp2/pct:3.9,4.47,22.93,58.26/!400,400/0/default.jpg",sn83045462,Evening star. [volume],"['Woodward', '&', 'Lothrop', '10»', 'ii«“', 'r', 'and', '6', 'Struts', 'ZOns', 'U', 'Bhoni', 'district', 'S30D', 'BRANCH', 'STORES—BtlSnBi.', 'M«.rl«»4;', 'Tin', 'PtMtyM.', 'VkyM', '1', '$120', 'V', '$71.50', ""Men's"", 'Watches...', 'moisture-repellent,', 'precision', 'time-keepers', 'with', 'sweep', 'second', 'hands', '•', 'right:', 'Movado', '17-jewel', 'chronograph', 'watch,', 'for', 'the', 'man', 'to', 'whom', 'split-second', 'timeing', 'is', 'important.', 'Measures', 'time', 'in', 'seconds,', 'has', 'stop', 'watch', 'dial', 'and', 'elapsed', 'second', 'dial.', 'Fine', 'stainless', 'steel', 'case,', 'leather', 'band.', '$120', '•', 'left:', 'Longines', '17-jewel', 'watch', 'with', 'sweep', 'second', 'hand,', 'moisture-repellant', 'stainless', 'steel', 'case,', 'leather', 'band.', '$71.50', 'Prices', 'Include', 'Federal', 'Tex', 'W&L—Pine', 'Jewelry,', 'Plret', 'Floor']",38,https://chroniclingamerica.loc.gov/data/batches/dlc_2kandinsky_ver01/data/sn83045462/0028060639A/1950072601/0038.jp2,"Washington, D.C.",1950-07-26,W.D. Wallach & Hope,0.9668689370155334,https://news-navigator.labs.loc.gov/data/dlc_2kandinsky_ver01/data/sn83045462/0028060639A/1950072601/0038/001_6_96.jpg,1032,visual
scu_gnomiemoore_ver01,"[0.8200611621003076, 0.3861725450228046, 0.9741680177141365, 0.586395732517349]",1,scu_gnomiemoore_ver01/data/sn84026912/00294558627/1870051301/0772/000_6_97.jpg,"['South Carolina--Oconee--Walhalla', 'South Carolina--Pickens--Pickens']","https://chroniclingamerica.loc.gov/iiif/2/scu_gnomiemoore_ver01%2Fdata%2Fsn84026912%2F00294558627%2F1870051301%2F0772.jp2/pct:82.0,38.62,15.42,20.03/!400,400/0/default.jpg",sn84026912,Keowee courier. [volume],"['pr-', '-s^', 'CURES', 'r', 'DYS', 'PEPS', 'IA', '&', '1N', 'D1G', 'ESTIO', 'N', 'Yl^rr', 'SOLD', 'EVERYWHERE.', 'T?t(\\', '?WHOLESALE', 'DRUGGISTS', 'For', 'Sale', 'in', 'Walhalla', 'by', 'W.', 'J.', '&', 'J.', 'E.', 'DR.', 'A.', 'E.', 'NORMAN,', 'and', 'Dealers', 'gene', 'J5???""', 'By', 'a', 'recent', 'decision', 'of', 'thc', 'Internal', 'Revenue,', 'any', 'person', 'cnn', 'sell', 'without', 'a', 'retail', 'liquor', ""denler'B"", 'licence.']",772,https://chroniclingamerica.loc.gov/data/batches/scu_gnomiemoore_ver01/data/sn84026912/00294558627/1870051301/0772.jp2,"Pickens Court House, S.C.",1870-05-13,W.H. Trimmier,0.9789820909500122,https://news-navigator.labs.loc.gov/data/scu_gnomiemoore_ver01/data/sn84026912/00294558627/1870051301/0772/000_6_97.jpg,292,visual
in_billgarrett_ver02,"[0.8288309443021258, 0.2585800310036332, 0.9651934279929353, 0.47542189392275364]",1,in_billgarrett_ver02/data/sn86058242/00271746131/1920012301/0210/009_6_90.jpg,['Indiana--Lake--Hammond'],"https://chroniclingamerica.loc.gov/iiif/2/in_billgarrett_ver02%2Fdata%2Fsn86058242%2F00271746131%2F1920012301%2F0210.jp2/pct:82.88,25.86,13.64,21.69/!400,400/0/default.jpg",sn86058242,The Lake County times. [volume],"['i', 'Croup', 'Ends', 'Life', 'Many', 'Children', 'Die', 'of', 'Creup', 'Every', 'Year', 'Before', 'a', 'Doctor', 'Can', 'Be', 'Summoned.', 'Parents', 'of', 'children', 'bhould', 'b', 'pre', 'pared', 'at', 'ail', 'times', 'for', 'a', 'spasm', 'of', 'the', 'croup.', 'Keep', 'in', 'the', 'house', 'a', 'treatment', 'that', 'will', 'give', 'instant', 'relief', 'and', 'kp', 'tie', 'child', 'from', 'choking', 'until', 'the', 'arrival', 'of', 'the', 'physician.', 'Get', 'a', '60', 'cent', 'bottle', 'of', 'HYOMJEI', 'to', 'day', 'and', 'in', 'case', 'of', 'an', 'attack', 'of', 'croup,', 'pour', '20', 'drops', 'into', 'a', 'bowl', 'of', ""boi'.lnar"", 'J', 'w', 'ater.', 'Hold', 'the', ""child's"", 'head', 'over', 'the', 'I', 'bowl', 'so', 'that', 'it', 'can', 'breaths', 'the', 'aoeth', 'j', 'ing.', 'penetrating', 'vapor', 'that', 'arises.', 'In', 'the', 'meantime', 'send', 'for', 'a', 'physician.', 'This', 'treatment', 'has', 'helped', 'many', 'rau', 'dren', 'and', 'is', 'a', 'precaution', 'thit', 'all', 'par', 'ents', 'should', 'promptly', 'take.', 'HTOWEI', 'is', 'sold', 'by', 'Kaufman', 'ax.4', 'Wolff', 'and', ""Summer's"", 'Pharnsacy', 'a.nd', 'druggists', 'everywhere', 'and', 'satisfaction', ';s', 'guaranteed', 'for', 'croup,', 'catarrh,', 'as', 'thma', 'and', 'bronchitis', 'or', 'yoar', 'mosey', 'back.', 'If', 'youhave', 'children,', 'save', 'thla', 'notice.', 'adv.', 'Ends', 'indigestion', 'It', 'relievea', 'stomach', 'misery,', 'sonr', 'stom', 'ach,', 'belching', 'and', 'all', 'stomach', 'disease', 'cr', 'men?', 'J', 'back.', 'Large', 'box', 'of', 'taVt', 'cents.', 'Druggists', 'La', 'all', 'towns.']",210,https://chroniclingamerica.loc.gov/data/batches/in_billgarrett_ver02/data/sn86058242/00271746131/1920012301/0210.jp2,"Hammond, Ind.",1920-01-23,,0.900131106376648,https://news-navigator.labs.loc.gov/data/in_billgarrett_ver02/data/sn86058242/00271746131/1920012301/0210/009_6_90.jpg,768,text_only
mnhi_chaska_ver01,"[0.7003912959538453, 0.9246923639478026, 0.835006280993739, 0.9802437098810769]",1,mnhi_chaska_ver01/data/sn83025287/00175035266/1880121401/0382/013_6_91.jpg,['Minnesota--Ramsey--Saint Paul'],"https://chroniclingamerica.loc.gov/iiif/2/mnhi_chaska_ver01%2Fdata%2Fsn83025287%2F00175035266%2F1880121401%2F0382.jp2/pct:70.03,92.47,13.47,5.56/!400,400/0/default.jpg",sn83025287,Daily globe. [volume],"['CUBE', 'YOURSELF!', 'JTRIMTCH', 'SI»TCCiyiO', '-', '■narantead', 'to', 'our*', 'radically', 'fllionsw', '«f', 'oartaia', 'grlvaU,', 'delicate', 'nature,', 'either', 'mi', 'or', 'omuUUoa.', 'of', 'Tan', '««', 'Wina', 'JomuHi', '(raw.', 'Ho-iy']",382,https://chroniclingamerica.loc.gov/data/batches/mnhi_chaska_ver01/data/sn83025287/00175035266/1880121401/0382.jp2,"St. Paul, Minn.",1880-12-14,H.P. Hall,0.9157161116600037,https://news-navigator.labs.loc.gov/data/mnhi_chaska_ver01/data/sn83025287/00175035266/1880121401/0382/013_6_91.jpg,338,text_only
